detector,pixel_number,slot,source,linear_position,horizontal_position,within_scanned_range
upper,1,R1C1,Bi-207-8890,29.871,0.453,False
upper,1,R1C2,Bi-207-9177,29.584,-0.867,False
upper,1,R1C3,Bi-207-9176,29.297,-2.187,False
upper,1,R2C1,Sn-113-9183,31.129,0.306,False
upper,1,R2C2,Cd-109-9178,31.309,-0.843,False
upper,1,R2C3,Ce-139-9179,30.554,-2.334,False
upper,2,R1C1,Bi-207-8890,29.943,0.783,False
upper,2,R1C2,Bi-207-9177,29.656,-0.537,False
upper,2,R1C3,Bi-207-9176,29.368,-1.857,False
upper,2,R2C1,Sn-113-9183,31.201,0.636,False
upper,2,R2C2,Cd-109-9178,31.381,-0.513,False
upper,2,R2C3,Ce-139-9179,30.626,-2.004,False
upper,3,R1C1,Bi-207-8890,30.014,1.113,False
upper,3,R1C2,Bi-207-9177,29.727,-0.207,False
upper,3,R1C3,Bi-207-9176,29.44,-1.527,False
upper,3,R2C1,Sn-113-9183,31.272,0.966,False
upper,3,R2C2,Cd-109-9178,31.452,-0.183,False
upper,3,R2C3,Ce-139-9179,30.698,-1.674,False
upper,4,R1C1,Bi-207-8890,30.086,1.443,False
upper,4,R1C2,Bi-207-9177,29.799,0.123,False
upper,4,R1C3,Bi-207-9176,29.512,-1.197,False
upper,4,R2C1,Sn-113-9183,31.344,1.296,False
upper,4,R2C2,Cd-109-9178,31.524,0.147,False
upper,4,R2C3,Ce-139-9179,30.77,-1.344,False
upper,5,R1C1,Bi-207-8890,30.158,1.773,False
upper,5,R1C2,Bi-207-9177,29.871,0.453,False
upper,5,R1C3,Bi-207-9176,29.584,-0.867,False
upper,5,R2C1,Sn-113-9183,31.416,1.626,False
upper,5,R2C2,Cd-109-9178,31.596,0.477,False
upper,5,R2C3,Ce-139-9179,30.842,-1.014,False
upper,6,R1C1,Bi-207-8890,30.23,2.103,False
upper,6,R1C2,Bi-207-9177,29.943,0.783,False
upper,6,R1C3,Bi-207-9176,29.656,-0.537,False
upper,6,R2C1,Sn-113-9183,31.488,1.956,False
upper,6,R2C2,Cd-109-9178,31.668,0.807,False
upper,6,R2C3,Ce-139-9179,30.913,-0.684,False
upper,7,R1C1,Bi-207-8890,30.302,2.433,False
upper,7,R1C2,Bi-207-9177,30.014,1.113,False
upper,7,R1C3,Bi-207-9176,29.727,-0.207,False
upper,7,R2C1,Sn-113-9183,31.559,2.286,False
upper,7,R2C2,Cd-109-9178,31.739,1.137,False
upper,7,R2C3,Ce-139-9179,30.985,-0.354,False
upper,8,R1C1,Bi-207-8890,30.266,0.294,False
upper,8,R1C2,Bi-207-9177,29.979,-1.026,False
upper,8,R1C3,Bi-207-9176,29.692,-2.346,False
upper,8,R2C1,Sn-113-9183,31.524,0.147,False
upper,8,R2C2,Cd-109-9178,31.704,-1.002,False
upper,8,R2C3,Ce-139-9179,30.95,-2.493,False
upper,9,R1C1,Bi-207-8890,30.338,0.624,False
upper,9,R1C2,Bi-207-9177,30.051,-0.696,False
upper,9,R1C3,Bi-207-9176,29.764,-2.016,False
upper,9,R2C1,Sn-113-9183,31.596,0.477,False
upper,9,R2C2,Cd-109-9178,31.776,-0.672,False
upper,9,R2C3,Ce-139-9179,31.022,-2.163,False
upper,10,R1C1,Bi-207-8890,30.41,0.954,False
upper,10,R1C2,Bi-207-9177,30.123,-0.366,False
upper,10,R1C3,Bi-207-9176,29.836,-1.686,False
upper,10,R2C1,Sn-113-9183,31.668,0.807,False
upper,10,R2C2,Cd-109-9178,31.848,-0.342,True
upper,10,R2C3,Ce-139-9179,31.093,-1.833,False
upper,11,R1C1,Bi-207-8890,30.482,1.284,False
upper,11,R1C2,Bi-207-9177,30.194,-0.036,False
upper,11,R1C3,Bi-207-9176,29.907,-1.356,False
upper,11,R2C1,Sn-113-9183,31.739,1.137,False
upper,11,R2C2,Cd-109-9178,31.919,-0.012,True
upper,11,R2C3,Ce-139-9179,31.165,-1.503,False
upper,12,R1C1,Bi-207-8890,30.553,1.614,False
upper,12,R1C2,Bi-207-9177,30.266,0.294,False
upper,12,R1C3,Bi-207-9176,29.979,-1.026,False
upper,12,R2C1,Sn-113-9183,31.811,1.467,False
upper,12,R2C2,Cd-109-9178,31.991,0.318,True
upper,12,R2C3,Ce-139-9179,31.237,-1.173,False
upper,13,R1C1,Bi-207-8890,30.625,1.944,False
upper,13,R1C2,Bi-207-9177,30.338,0.624,False
upper,13,R1C3,Bi-207-9176,30.051,-0.696,False
upper,13,R2C1,Sn-113-9183,31.883,1.797,False
upper,13,R2C2,Cd-109-9178,32.063,0.648,False
upper,13,R2C3,Ce-139-9179,31.309,-0.843,False
upper,14,R1C1,Bi-207-8890,30.697,2.274,False
upper,14,R1C2,Bi-207-9177,30.41,0.954,False
upper,14,R1C3,Bi-207-9176,30.123,-0.366,False
upper,14,R2C1,Sn-113-9183,31.955,2.127,False
upper,14,R2C2,Cd-109-9178,32.135,0.978,False
upper,14,R2C3,Ce-139-9179,31.381,-0.513,False
upper,15,R1C1,Bi-207-8890,30.769,2.604,False
upper,15,R1C2,Bi-207-9177,30.482,1.284,False
upper,15,R1C3,Bi-207-9176,30.194,-0.036,False
upper,15,R2C1,Sn-113-9183,32.027,2.457,False
upper,15,R2C2,Cd-109-9178,32.207,1.308,False
upper,15,R2C3,Ce-139-9179,31.452,-0.183,False
upper,16,R1C1,Bi-207-8890,30.662,0.135,False
upper,16,R1C2,Bi-207-9177,30.374,-1.185,False
upper,16,R1C3,Bi-207-9176,30.087,-2.505,False
upper,16,R2C1,Sn-113-9183,31.919,-0.012,True
upper,16,R2C2,Cd-109-9178,32.099,-1.161,False
upper,16,R2C3,Ce-139-9179,31.345,-2.652,False
upper,17,R1C1,Bi-207-8890,30.733,0.465,False
upper,17,R1C2,Bi-207-9177,30.446,-0.855,False
upper,17,R1C3,Bi-207-9176,30.159,-2.175,False
upper,17,R2C1,Sn-113-9183,31.991,0.318,True
upper,17,R2C2,Cd-109-9178,32.171,-0.831,False
upper,17,R2C3,Ce-139-9179,31.417,-2.322,False
upper,18,R1C1,Bi-207-8890,30.805,0.795,False
upper,18,R1C2,Bi-207-9177,30.518,-0.525,False
upper,18,R1C3,Bi-207-9176,30.231,-1.845,False
upper,18,R2C1,Sn-113-9183,32.063,0.648,False
upper,18,R2C2,Cd-109-9178,32.243,-0.501,True
upper,18,R2C3,Ce-139-9179,31.489,-1.992,False
upper,19,R1C1,Bi-207-8890,30.877,1.125,False
upper,19,R1C2,Bi-207-9177,30.59,-0.195,False
upper,19,R1C3,Bi-207-9176,30.303,-1.515,False
upper,19,R2C1,Sn-113-9183,32.135,0.978,False
upper,19,R2C2,Cd-109-9178,32.315,-0.171,True
upper,19,R2C3,Ce-139-9179,31.561,-1.662,False
upper,20,R1C1,Bi-207-8890,30.949,1.455,False
upper,20,R1C2,Bi-207-9177,30.662,0.135,False
upper,20,R1C3,Bi-207-9176,30.374,-1.185,False
upper,20,R2C1,Sn-113-9183,32.207,1.308,False
upper,20,R2C2,Cd-109-9178,32.387,0.159,True
upper,20,R2C3,Ce-139-9179,31.632,-1.332,False
upper,21,R1C1,Bi-207-8890,31.021,1.785,False
upper,21,R1C2,Bi-207-9177,30.733,0.465,False
upper,21,R1C3,Bi-207-9176,30.446,-0.855,False
upper,21,R2C1,Sn-113-9183,32.278,1.638,False
upper,21,R2C2,Cd-109-9178,32.458,0.489,True
upper,21,R2C3,Ce-139-9179,31.704,-1.002,False
upper,22,R1C1,Bi-207-8890,31.092,2.115,False
upper,22,R1C2,Bi-207-9177,30.805,0.795,False
upper,22,R1C3,Bi-207-9176,30.518,-0.525,False
upper,22,R2C1,Sn-113-9183,32.35,1.968,False
upper,22,R2C2,Cd-109-9178,32.53,0.819,False
upper,22,R2C3,Ce-139-9179,31.776,-0.672,False
upper,23,R1C1,Bi-207-8890,31.164,2.445,False
upper,23,R1C2,Bi-207-9177,30.877,1.125,False
upper,23,R1C3,Bi-207-9176,30.59,-0.195,False
upper,23,R2C1,Sn-113-9183,32.422,2.298,False
upper,23,R2C2,Cd-109-9178,32.602,1.149,False
upper,23,R2C3,Ce-139-9179,31.848,-0.342,True
upper,24,R1C1,Bi-207-8890,31.236,2.775,False
upper,24,R1C2,Bi-207-9177,30.949,1.455,False
upper,24,R1C3,Bi-207-9176,30.662,0.135,False
upper,24,R2C1,Sn-113-9183,32.494,2.628,False
upper,24,R2C2,Cd-109-9178,32.674,1.479,False
upper,24,R2C3,Ce-139-9179,31.919,-0.012,True
upper,25,R1C1,Bi-207-8890,31.057,-0.024,False
upper,25,R1C2,Bi-207-9177,30.77,-1.344,False
upper,25,R1C3,Bi-207-9176,30.483,-2.664,False
upper,25,R2C1,Sn-113-9183,32.315,-0.171,True
upper,25,R2C2,Cd-109-9178,32.495,-1.32,False
upper,25,R2C3,Ce-139-9179,31.741,-2.811,False
upper,26,R1C1,Bi-207-8890,31.129,0.306,False
upper,26,R1C2,Bi-207-9177,30.842,-1.014,False
upper,26,R1C3,Bi-207-9176,30.554,-2.334,False
upper,26,R2C1,Sn-113-9183,32.387,0.159,True
upper,26,R2C2,Cd-109-9178,32.567,-0.99,False
upper,26,R2C3,Ce-139-9179,31.812,-2.481,False
upper,27,R1C1,Bi-207-8890,31.201,0.636,False
upper,27,R1C2,Bi-207-9177,30.913,-0.684,False
upper,27,R1C3,Bi-207-9176,30.626,-2.004,False
upper,27,R2C1,Sn-113-9183,32.458,0.489,True
upper,27,R2C2,Cd-109-9178,32.638,-0.66,False
upper,27,R2C3,Ce-139-9179,31.884,-2.151,False
upper,28,R1C1,Bi-207-8890,31.272,0.966,False
upper,28,R1C2,Bi-207-9177,30.985,-0.354,False
upper,28,R1C3,Bi-207-9176,30.698,-1.674,False
upper,28,R2C1,Sn-113-9183,32.53,0.819,False
upper,28,R2C2,Cd-109-9178,32.71,-0.33,True
upper,28,R2C3,Ce-139-9179,31.956,-1.821,False
