run_number,board_channel,pixel_number
8628,0,0
8628,0,0
8628,0,0
8628,0,0
8628,0,0
8629,0,51
8629,1,63
8629,2,75
8629,3,50
8629,4,62
8629,5,64
8629,6,40
8629,7,58
8629,8,66
8629,9,53
8629,10,41
8629,11,65
8629,12,76
8629,13,89
8629,14,78
8629,15,88
8629,16,87
8629,17,77
8629,18,30
8629,19,39
8629,20,28
8629,21,20
8629,22,29
8629,23,38
8629,24,58
8629,25,42
8629,26,32
8629,27,67
8629,28,43
8629,29,31
8629,30,80
8629,31,90
8629,32,100
8629,33,91
8629,34,79
8629,35,101
8629,36,108
8629,37,98
8629,38,107
8629,39,99
8629,40,106
8629,41,96
8629,42,85
8629,43,97
8629,44,74
8629,45,86
8629,46,48
8629,47,37
8629,48,26
8629,49,61
8629,50,49
8629,51,27
8629,52,19
8629,53,10
8629,54,17
8629,55,11
8629,56,9
8629,57,18
8629,58,44
8629,59,33
8629,60,22
8629,61,56
8629,62,69
8629,63,23
8629,64,55
8629,65,92
8629,66,81
8629,67,68
8629,68,109
8629,69,118
8629,70,102
8629,71,117
8629,72,110
8629,73,111
8629,74,95
8629,75,116
8629,76,84
8629,77,105
8629,78,115
8629,79,94
8629,80,12
8629,81,21
8629,82,4
8629,83,13
8629,84,72
8629,85,47
8629,86,73
8629,87,60
8629,88,59
8629,89,36
8629,90,15
8629,91,14
8629,92,45
8629,93,24
8629,94,7
8629,95,34
8629,96,126
8629,97,112
8629,98,127
